page_id,language,module_class,symbol,original_signature,purpose,used_in_task,verification_status,source_line,parameters_verbatim,returns_verbatim,kind,source_url
contents/reference/Python/robot.md,Python,Robot,move_ee_pos,move_ee_pos() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],控制末端执行器位置（夹爪开合）,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,1738,"`JointStates` 对象 **JointStates对象结构**： | 属性名 | 类型 | 描述 | 单位 | | :--- | :--- | :--- | :--- | | `group` | `str` | 控制组，必须为 ""left_tool""、""right_tool"" 或 ""dual_tool"" | 字符串 | | `target_type` | `str` | 目标类型，支持的值见下表 | 字符串 | | `states` | `list[JointState]` | 关节状态列表（必需） | JointState列表 | | `nums` | `int` | 关节数量，应等于 `len(states)` | 无单位 | **target_type 支持的值及对应的关节数量要求**： | target_type 值 | 关节数量要求 | 说明 | | :--- | :--- | :--- | | `""omnipicker""` | 1 | 全向抓取器，需要1个关节 | | `""dahuan""` | 1 | 大寰末端执行器，需要1个关节 | | `""ctek90d""` | 1 | CTEK90D末端执行器，需要1个关节 | | `""o10_t2""` | 10 | O10灵巧手末端执行器，需要10个关节 | | `""o12_t2""` | 12 | O12灵巧手节末端执行器，需要12个关节 | **各末端类型的关节位置取值范围**： - **注意**：关节取值范围与版本绑定，使用时注意当前版本的取值范围，当前版本取值范围以文档为主 - **omnipicker**：`position` 取值范围为 `[-0.785, 0]`，其中 `-0.785` 表示打开，`0` 表示关闭 - **dahuan**：`position` 取值范围为 `[0, 0.025]`，其中 `0` 表示打开，`0.025` 表示关闭 - **ctek90d**：`position` 取值范围为 `[-0.91, 0]`，其中 `-0.91` 表示打开，`0` 表示关闭 - **o10_t2**：各关节位置取值范围如下（单位：弧度） **左手关节限位值**： | 关节索引 | 关节名称 | 最小值 | 最大值 | | :--- | :--- | :--- | :--- | | 0 | `idx31_hand_l_thumb_roll_joint` | -1.1213740444063567 | 0.029670597283903602 | | 1 | `idx32_hand_l_thumb_abad_joint` | -0.04537856055185257 | 1.642354826126664 | | 2 | `idx33_hand_l_thumb_mcp_joint` | -0.8415977653116657 | 0.0 | | 3 | `idx36_hand_l_index_abad_joint` | 0.0 | 0.16406094968746698 | | 4 | `idx37_hand_l_index_pip_joint` | 0.0 | 1.4835298641951802 | | 5 | `idx39_hand_l_middle_pip_joint` | 0.0 | 1.4835298641951802 | | 6 | `idx41_hand_l_ring_abad_joint` | -0.16929693744344995 | 0.0 | | 7 | `idx42_hand_l_ring_pip_joint` | 0.0 | 1.4835298641951802 | | 8 | `idx44_hand_l_pinky_abad_joint` | -0.1850049007113989 | 0.0 | | 9 | `idx45_hand_l_pinky_pip_joint` | 0.0 | 1.4835298641951802 | **右手关节限位值**： | 关节索引 | 关节名称 | 最小值 | 最大值 | | :--- | :--- | :--- | :--- | | 0 | `idx71_hand_r_thumb_roll_joint` | -0.029670597283903602 | 1.1213740444063567 | | 1 | `idx72_hand_r_thumb_abad_joint` | -1.642354826126664 | 0.04537856055185257 | | 2 | `idx73_hand_r_thumb_mcp_joint` | 0.0 | 0.8415977653116657 | | 3 | `idx76_hand_r_index_abad_joint` | -0.16406094968746698 | 0.0 | | 4 | `idx77_hand_r_index_pip_joint` | 0.0 | 1.4835298641951802 | | 5 | `idx79_hand_r_middle_pip_joint` | 0.0 | 1.4835298641951802 | | 6 | `idx81_hand_r_ring_abad_joint` | 0.0 | 0.16929693744344995 | | 7 | `idx82_hand_r_ring_pip_joint` | 0.0 | 1.4835298641951802 | | 8 | `idx84_hand_r_pinky_abad_joint` | 0.0 | 0.1850049007113989 | | 9 | `idx85_hand_r_pinky_pip_joint` | 0.0 | 1.4835298641951802 | **典型状态值**： - **左手开**：`[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]` - **左手握**：`[-0.2, 1.45, -0.75, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]` - **右手开**：`[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]` - **右手握**：`[0.2, -1.45, 0.75, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]` - **o12_t2**：各关节位置取值范围如下（单位：弧度） **左手关节限位值**： | 关节索引 | 关节名称 | 最小值 | 最大值 | | :--- | :--- | :--- | :--- | | 0 | `idx31_hand_l_thumb_roll_joint` | -0.9425 | 0.0 | | 1 | `idx32_hand_l_thumb_abad_joint` | 0.0 | 1.3875 | | 2 | `idx33_hand_l_thumb_mcp_joint` | -0.8273 | 0.0 | | 3 | `idx34_hand_l_thumb_pip_joint` | -1.2915 | 0.0 | | 4 | `idx36_hand_l_index_abad_joint` | -0.2618 | 0.2618 | | 5 | `idx37_hand_l_index_mcp_joint` | 0.0 | 1.3526 | | 6 | `idx38_hand_l_index_pip_joint` | 0.0 | 1.5307 | | 7 | `idx40_hand_l_middle_abad_joint` | -0.2618 | 0.2618 | | 8 | `idx41_hand_l_middle_mcp_joint` | 0.0 | 1.3579 | | 9 | `idx42_hand_l_middle_pip_joint` | 0.0 | 1.8151 | | 10 | `idx44_hand_l_ring_mcp_joint` | 0.0 | 1.5359 | | 11 | `idx47_hand_l_pinky_mcp_joint` | 0.0 | 1.5359 | **右手关节限位值**： | 关节索引 | 关节名称 | 最小值 | 最大值 | | :--- | :--- | :--- | :--- | | 0 | `idx71_hand_r_thumb_roll_joint` | 0.0 | 0.9425 | | 1 | `idx72_hand_r_thumb_abad_joint` | -1.3875 | 0.0 | | 2 | `idx73_hand_r_thumb_mcp_joint` | -0.8273 | 0.0 | | 3 | `idx74_hand_r_thumb_pip_joint` | -1.2915 | 0.0 | | 4 | `idx76_hand_r_index_abad_joint` | -0.2618 | 0.2618 | | 5 | `idx77_hand_r_index_mcp_joint` | 0.0 | 1.3526 | | 6 | `idx78_hand_r_index_pip_joint` | 0.0 | 1.5307 | | 7 | `idx80_hand_r_middle_abad_joint` | -0.2618 | 0.2618 | | 8 | `idx81_hand_r_middle_mcp_joint` | 0.0 | 1.3579 | | 9 | `idx82_hand_r_middle_pip_joint` | 0.0 | 1.8151 | | 10 | `idx84_hand_r_ring_mcp_joint` | 0.0 | 1.5359 | | 11 | `idx87_hand_r_pinky_mcp_joint` | 0.0 | 1.5359 | **典型状态值**： - **左手开**：`[-0.53, 0.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]` - **左手握**：`[-0.77, 0.5, -0.4, -0.36, -0.12, 0.69, 0.46, 0.0, 0.72, 0.5, 0.63, 0.63]` - **右手开**：`[0.53, -0.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]` - **右手握**：`[0.77, -0.5, -0.4, -0.36, 0.12, 0.69, 0.46, 0.0, 0.72, 0.5, 0.63, 0.63]` **JointState对象结构**： | 属性名 | 类型 | 描述 | 单位 | | :--- | :--- | :--- | :--- | | `position` | `float` | 关节位置（必需） | 开合度 | **参数说明**： - `group` 必须为 ""left_tool""（左末端执行器）、""right_tool""（右末端执行器）或 ""dual_tool""（双末端执行器） - 当 `group` 为 ""left_tool"" 或 ""right_tool"" 时，`states` 列表的长度必须与 `target_type` 对应的关节数量要求完全匹配 - 当 `group` 为 ""dual_tool"" 时，`states` 列表的长度必须为 `target_type` 对应的关节数量要求的 2 倍（前半部分用于左末端执行器，后半部分用于右末端执行器） - `target_type` 必须为上述支持的值之一，其他值将返回错误 - `states` 是一个 `JointState` 对象列表，每个 `JointState` 只需要设置 `position` 字段 - `nums` 必须等于 `len(states)`",`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,end_effector_pose_control,end_effector_pose_control() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],末端执行器位姿控制,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,2121,`EndEffectorPose`对象，包含以下属性： | 属性名 | 类型 | 描述 | 单位 | | :--- | :--- | :--- | :--- | | `life_time` | `float` | 生命周期 | 秒 | | `group` | `int` | 控制组 | 整数 | | `left_end_effector_pose` | `Pose` | 左末端执行器位姿（base_link坐标系下） | 位姿 | | `right_end_effector_pose` | `Pose` | 右末端执行器位姿（base_link坐标系下）| 位姿 |,`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/imu.md,Python,Imu,get_latest_imu,get_latest_imu() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取最新的IMU数据,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,13,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `ImuType` | IMU类型枚举值 | | `timeout` | `float` | 超时时间（毫秒） |,`ImuData`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/imu.md
contents/reference/Python/imu.md,Python,Imu,get_nearest_imu,get_nearest_imu() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取指定时间戳附近最近的IMU数据,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,96,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `ImuType` | IMU类型枚举值 | | `timestamp` | `int` | 目标时间戳（纳秒） | | `timeout` | `float` | 超时时间（毫秒） |,`ImuData`对象，结构与`get_latest_imu()`相同,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/imu.md
contents/reference/Python/imu.md,Python,Imu,get_imu_fps,get_imu_fps() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取IMU数据采集帧率,NO,DOCUMENTED_NOT_IMPLEMENTED; SDK_UNVERIFIED,153,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `ImuType` | IMU类型枚举值 |,`int`，IMU帧率（FPS）,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/imu.md
contents/reference/Python/imu.md,Python,Imu,get_imu_latency,get_imu_latency() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取IMU数据延迟统计信息,NO,DOCUMENTED_NOT_IMPLEMENTED; SDK_UNVERIFIED,196,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `ImuType` | IMU类型枚举值 | | `window_seconds` | `float` | 统计窗口时间（秒） |,`LatencyStats`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/imu.md
contents/reference/Python/imu.md,Python,Imu,close_imu,close_imu() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],关闭IMU连接,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,255,无,`GDKRes`，操作结果状态码,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/imu.md
contents/reference/Python/camera.md,Python,Camera,get_latest_image,get_latest_image() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取最新的图像数据,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,13,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `CameraType` | 相机类型枚举值 | | `timeout` | `float` | 超时时间（毫秒） |,`Image`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/camera.md
contents/reference/Python/camera.md,Python,Camera,get_nearest_image,get_nearest_image() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取指定时间戳附近最近的图像数据,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,130,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `CameraType` | 相机类型枚举值 | | `timestamp` | `int` | 目标时间戳（纳秒） | | `timeout` | `float` | 超时时间（毫秒） |,`Image`对象，结构与`get_latest_image()`相同,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/camera.md
contents/reference/Python/camera.md,Python,Camera,get_image_shape,get_image_shape() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取图像数据大小,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,188,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `CameraType` | 相机类型枚举值 |,"`tuple`，包含图像宽度和高度的元组 `(width, height)`",method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/camera.md
contents/reference/Python/camera.md,Python,Camera,get_image_fps,get_image_fps() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取图像捕获帧率,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,225,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `CameraType` | 相机类型枚举值 |,`float`，图像帧率（FPS）,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/camera.md
contents/reference/Python/camera.md,Python,Camera,get_image_latency,get_image_latency() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取图像延迟统计信息,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,262,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `CameraType` | 相机类型枚举值 | | `window_seconds` | `float` | 统计窗口时间（秒） |,`LatencyStats`对象，包含延迟统计信息,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/camera.md
contents/reference/Python/camera.md,Python,Camera,get_camera_intrinsic,get_camera_intrinsic() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取相机内参信息,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,302,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `CameraType` | 相机类型枚举值 |,`CameraIntrinsic`对象，包含相机内参信息,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/camera.md
contents/reference/Python/camera.md,Python,Camera,set_dev_camera_config,set_dev_camera_config() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],设置相机开发配置,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,366,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `cam_conf_path` | `str` | 相机配置文件路径 |,无。成功时不返回，失败时抛出`std::runtime_error`异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/camera.md
contents/reference/Python/camera.md,Python,Camera,close_camera,close_camera() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],关闭相机连接,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,490,无,`GDKRes`，操作结果状态码,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/camera.md
contents/reference/Python/lidar.md,Python,Lidar,get_latest_pointcloud,get_latest_pointcloud() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取最新的点云数据,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,13,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `LidarType` | 雷达类型枚举值 | | `timeout` | `float` | 超时时间（毫秒） |,`PointCloud`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/lidar.md
contents/reference/Python/lidar.md,Python,Lidar,get_nearest_pointcloud,get_nearest_pointcloud() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取指定时间戳附近最近的点云数据,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,103,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `LidarType` | 雷达类型枚举值 | | `timestamp` | `int` | 目标时间戳（纳秒） | | `timeout` | `float` | 超时时间（毫秒） |,`PointCloud`对象，结构与`get_latest_pointcloud()`相同,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/lidar.md
contents/reference/Python/lidar.md,Python,Lidar,get_lidar_fps,get_lidar_fps() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取激光雷达数据采集帧率,NO,DOCUMENTED_NOT_IMPLEMENTED; SDK_UNVERIFIED,163,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `LidarType` | 雷达类型枚举值 |,`float`，激光雷达帧率（FPS）,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/lidar.md
contents/reference/Python/lidar.md,Python,Lidar,get_lidar_latency,get_lidar_latency() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取激光雷达数据延迟统计信息,NO,DOCUMENTED_NOT_IMPLEMENTED; SDK_UNVERIFIED,207,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `type` | `LidarType` | 雷达类型枚举值 | | `window_seconds` | `float` | 统计窗口时间（秒） |,`LatencyStats`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/lidar.md
contents/reference/Python/lidar.md,Python,Lidar,close_lidar,close_lidar() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],关闭激光雷达连接,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,266,无,`GDKRes`，操作结果状态码,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/lidar.md
contents/reference/Python/pnc.md,Python,Pnc,get_task_state,get_task_state() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取当前任务状态,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,13,无,`PNCTaskState`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/pnc.md,Python,Pnc,normal_navi,normal_navi() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],"执行正常导航到指定目标点, 执行之前需要在G02 Pad上进行重定位",NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,72,`NaviReq`对象(map坐标系下)，包含以下属性： | 属性名 | 类型 | 描述 | 单位 | | :--- | :--- | :--- | :--- | | `target.position.x` | `float` | 目标位置X坐标 | 米 | | `target.position.y` | `float` | 目标位置Y坐标 | 米 | | `target.position.z` | `float` | 目标位置Z坐标 | 米 | | `target.orientation.x` | `float` | 目标方向四元数X分量 | 无单位 | | `target.orientation.y` | `float` | 目标方向四元数Y分量 | 无单位 | | `target.orientation.z` | `float` | 目标方向四元数Z分量 | 无单位 | | `target.orientation.w` | `float` | 目标方向四元数W分量 | 无单位 |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/pnc.md,Python,Pnc,high_precision_navi,high_precision_navi() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],"执行高精度导航到指定目标点, 执行之前需要在G02 Pad上进行重定位",NO,DOCUMENTED_NOT_RELEASED; SDK_UNVERIFIED,128,`NaviReq`对象(map坐标系下),无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/pnc.md,Python,Pnc,relative_move,relative_move() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],"执行小范围平移, 简单停障，无避障，执行之前需要在G02 Pad上进行重定位",NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,173,`NaviReq`对象(base_link坐标系下),无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/pnc.md,Python,Pnc,cancel_task,cancel_task() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],取消指定ID的导航任务,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,218,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `task_id` | `int` | 要取消的任务ID |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/pnc.md,Python,Pnc,pause_task,pause_task() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],暂停指定ID的导航任务,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,262,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `task_id` | `int` | 要暂停的任务ID |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/pnc.md,Python,Pnc,resume_task,resume_task() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],恢复指定ID的导航任务,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,306,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `task_id` | `int` | 要恢复的任务ID |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/pnc.md,Python,Pnc,request_chassis_control,request_chassis_control() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],请求底盘控制权限，用于远程控制模式,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,350,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `control_mode` | `int` | 控制模式：0=阿克曼模式，1=蟹行模式 |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/pnc.md,Python,Pnc,move_chassis,move_chassis() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],移动底盘，用于远程控制模式下的底盘运动控制,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,390,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `twist` | `Twist` | 速度指令对象，包含线速度和角速度 |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/pnc.md
contents/reference/Python/slam.md,Python,Slam,get_slam_state,get_slam_state() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取SLAM系统当前状态,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,13,无,`int`，SLAM状态码，失败时抛出异常（1：开始建图 2：停止建图 0：取消建图）,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/slam.md
contents/reference/Python/slam.md,Python,Slam,start_mapping,start_mapping() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],开始建图,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,45,无,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/slam.md
contents/reference/Python/slam.md,Python,Slam,stop_mapping,stop_mapping() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],停止且保存建图,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,85,无,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/slam.md
contents/reference/Python/slam.md,Python,Slam,cancel_mapping,cancel_mapping() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],取消建图,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,125,无,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/slam.md
contents/reference/Python/slam.md,Python,Slam,get_odom_info,get_odom_info() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取里程计信息,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,165,无,`OdomInfo`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/slam.md
contents/reference/Python/slam.md,Python,Slam,record_spec_loc,record_spec_loc() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],记录当前位置为充电点位置,NO,DOCUMENTED_NOT_RELEASED; SDK_UNVERIFIED,229,无,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/slam.md
contents/reference/Python/slam.md,Python,Slam,get_curr_pose,get_curr_pose() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取当前位姿,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,264,无,`Pose`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/slam.md
contents/reference/Python/map.md,Python,Map,get_curr_map,get_curr_map() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取当前使用的地图信息,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,13,无,`MapName`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/map.md
contents/reference/Python/map.md,Python,Map,get_all_map,get_all_map() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取所有可用地图列表,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,55,无,`list[MapName]`，地图名称列表,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/map.md
contents/reference/Python/map.md,Python,Map,switch_map,switch_map() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],切换到指定地图,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,94,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `map_id` | `int` | 目标地图ID |,无（成功时无返回值，失败时抛出异常）,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/map.md
contents/reference/Python/map.md,Python,Map,remove_map,remove_map() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],删除指定地图,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,139,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `map_id` | `int` | 要删除的地图ID |,无（成功时无返回值，失败时抛出异常）,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/map.md
contents/reference/Python/interaction.md,Python,Interaction,set_language,set_language(language) [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],设置语音语言,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,17,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `language` | `Language` | 语言类型，`Language.kLanguageChinese` 表示中文，`Language.kLanguageEnglish` 表示英文 |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/interaction.md
contents/reference/Python/interaction.md,Python,Interaction,set_call_mode,set_call_mode(is_on) [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],设置通话模式,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,64,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `is_on` | `bool` | `True` 表示开启通话模式，`False` 表示关闭通话模式 |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/interaction.md
contents/reference/Python/interaction.md,Python,Interaction,set_volume,set_volume(volume) [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],设置音量,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,110,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `volume` | `int` | 音量值，范围通常为0-100 |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/interaction.md
contents/reference/Python/interaction.md,Python,Interaction,set_wakeup_switch,set_wakeup_switch(is_on) [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],设置唤醒开关,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,144,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `is_on` | `bool` | `True` 表示开启唤醒，`False` 表示关闭唤醒 |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/interaction.md
contents/reference/Python/interaction.md,Python,Interaction,set_audio_switch,set_audio_switch(is_on) [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],设置音频开关,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,178,| 参数名 | 类型 | 描述 | | :--- | :--- | :--- | | `is_on` | `bool` | `True` 表示开启音频，`False` 表示关闭音频 |,无，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/interaction.md
